Date,IMOEX
2014-01-04,1445.39
2014-01-05,1445.39
2014-01-06,1442.73
2014-01-07,1442.73
2014-01-08,1388.28
2014-01-09,1390.35
2014-01-10,1388.86
2014-01-11,1388.86
2014-01-12,1388.86
2014-01-13,1395.91
2014-01-14,1401.82
2014-01-15,1388.69
2014-01-16,1401.78
2014-01-17,1397.23
2014-01-18,1397.23
2014-01-19,1397.23
2014-01-20,1395.79
2014-01-21,1394.49
2014-01-22,1395.87
2014-01-23,1391.75
2014-01-24,1381.59
2014-01-25,1381.59
2014-01-26,1381.59
2014-01-27,1364.11
2014-01-28,1346.51
2014-01-29,1332.51
2014-01-30,1308.0
2014-01-31,1320.9
2014-02-01,1320.9
2014-02-02,1320.9
2014-02-03,1301.02
2014-02-04,1293.2
2014-02-05,1291.82
2014-02-06,1317.5
2014-02-07,1330.28
2014-02-08,1330.28
2014-02-09,1330.28
2014-02-10,1341.49
2014-02-11,1336.02
2014-02-12,1341.85
2014-02-13,1353.17
2014-02-14,1321.61
2014-02-15,1321.61
2014-02-16,1321.61
2014-02-17,1343.2
2014-02-18,1347.76
2014-02-19,1342.46
2014-02-20,1300.41
2014-02-21,1305.88
2014-02-22,1305.88
2014-02-23,1305.88
2014-02-24,1315.56
2014-02-25,1321.31
2014-02-26,1306.9
2014-02-27,1285.83
2014-02-28,1262.91
2014-03-01,1262.91
2014-03-02,1262.91
2014-03-03,1239.77
2014-03-04,1121.68
2014-03-05,1188.19
2014-03-06,1182.74
2014-03-07,1163.07
2014-03-08,1163.07
2014-03-09,1163.07
2014-03-10,1163.07
2014-03-11,1153.57
2014-03-12,1126.91
2014-03-13,1104.49
2014-03-14,1064.19
2014-03-15,1064.19
2014-03-16,1064.19
2014-03-17,1070.41
2014-03-18,1121.6
2014-03-19,1160.78
2014-03-20,1142.8
2014-03-21,1127.52
2014-03-22,1127.52
2014-03-23,1127.52
2014-03-24,1135.11
2014-03-25,1135.07
2014-03-26,1176.45
2014-03-27,1193.48
2014-03-28,1180.51
2014-03-29,1180.51
2014-03-30,1180.51
2014-03-31,1187.6
2014-04-01,1227.13
2014-04-02,1236.5
2014-04-03,1222.93
2014-04-04,1213.09
2014-04-05,1213.09
2014-04-06,1213.09
2014-04-07,1225.49
2014-04-08,1194.48
2014-04-09,1195.8
2014-04-10,1196.25
2014-04-11,1199.5
2014-04-12,1199.5
2014-04-13,1199.5
2014-04-14,1200.22
2014-04-15,1175.54
2014-04-16,1146.26
2014-04-17,1157.59
2014-04-18,1194.11
2014-04-19,1194.11
2014-04-20,1194.11
2014-04-21,1200.44
2014-04-22,1186.1
2014-04-23,1178.02
2014-04-24,1174.52
2014-04-25,1140.62
2014-04-26,1140.62
2014-04-27,1140.62
2014-04-28,1114.95
2014-04-29,1149.48
2014-04-30,1153.87
2014-05-01,1153.87
2014-05-02,1151.7
2014-05-03,1151.7
2014-05-04,1151.7
2014-05-05,1144.18
2014-05-06,1144.86
2014-05-07,1169.58
2014-05-08,1230.0
2014-05-09,1230.0
2014-05-10,1230.0
2014-05-11,1230.0
2014-05-12,1233.72
2014-05-13,1234.89
2014-05-14,1254.24
2014-05-15,1262.4
2014-05-16,1250.06
2014-05-17,1250.06
2014-05-18,1250.06
2014-05-19,1262.65
2014-05-20,1291.52
2014-05-21,1298.99
2014-05-22,1322.17
2014-05-23,1311.57
2014-05-24,1311.57
2014-05-25,1311.57
2014-05-26,1328.43
2014-05-27,1335.11
2014-05-28,1297.94
2014-05-29,1301.89
2014-05-30,1315.41
2014-05-31,1315.41
2014-06-01,1315.41
2014-06-02,1297.61
2014-06-03,1318.05
2014-06-04,1321.1
2014-06-05,1326.28
2014-06-06,1337.26
2014-06-07,1337.26
2014-06-08,1337.26
2014-06-09,1359.1
2014-06-10,1363.31
2014-06-11,1367.25
2014-06-12,1367.25
2014-06-13,1367.25
2014-06-14,1367.25
2014-06-15,1367.25
2014-06-16,1356.75
2014-06-17,1357.67
2014-06-18,1344.82
2014-06-19,1372.98
2014-06-20,1368.13
2014-06-21,1368.13
2014-06-22,1368.13
2014-06-23,1361.28
2014-06-24,1373.57
2014-06-25,1412.76
2014-06-26,1385.31
2014-06-27,1378.96
2014-06-28,1378.96
2014-06-29,1378.96
2014-06-30,1379.94
2014-07-01,1361.47
2014-07-02,1361.53
2014-07-03,1391.47
2014-07-04,1389.7
2014-07-05,1389.7
2014-07-06,1389.7
2014-07-07,1359.0
2014-07-08,1383.4
2014-07-09,1391.66
2014-07-10,1408.89
2014-07-11,1384.09
2014-07-12,1384.09
2014-07-13,1384.09
2014-07-14,1379.34
2014-07-15,1358.05
2014-07-16,1342.78
2014-07-17,1336.93
2014-07-18,1278.39
2014-07-19,1278.39
2014-07-20,1278.39
2014-07-21,1277.51
2014-07-22,1244.64
2014-07-23,1268.31
2014-07-24,1269.11
2014-07-25,1264.35
2014-07-26,1264.35
2014-07-27,1264.35
2014-07-28,1242.71
2014-07-29,1208.66
2014-07-30,1202.22
2014-07-31,1223.6
2014-08-01,1215.63
2014-08-02,1215.63
2014-08-03,1215.63
2014-08-04,1213.8
2014-08-05,1213.28
2014-08-06,1189.72
2014-08-07,1158.06
2014-08-08,1156.95
2014-08-09,1156.95
2014-08-10,1156.95
2014-08-11,1181.7
2014-08-12,1203.82
2014-08-13,1198.58
2014-08-14,1221.23
2014-08-15,1231.42
2014-08-16,1231.42
2014-08-17,1231.42
2014-08-18,1233.54
2014-08-19,1244.83
2014-08-20,1251.23
2014-08-21,1256.76
2014-08-22,1275.73
2014-08-23,1275.73
2014-08-24,1275.73
2014-08-25,1260.49
2014-08-26,1267.87
2014-08-27,1262.88
2014-08-28,1259.75
2014-08-29,1218.15
2014-08-30,1218.15
2014-08-31,1218.15
2014-09-01,1192.82
2014-09-02,1177.93
2014-09-03,1179.45
2014-09-04,1241.01
2014-09-05,1237.33
2014-09-06,1237.33
2014-09-07,1237.33
2014-09-08,1254.74
2014-09-09,1246.51
2014-09-10,1243.64
2014-09-11,1242.7
2014-09-12,1217.71
2014-09-13,1217.71
2014-09-14,1217.71
2014-09-15,1212.35
2014-09-16,1195.32
2014-09-17,1199.65
2014-09-18,1189.83
2014-09-19,1188.64
2014-09-20,1188.64
2014-09-21,1188.64
2014-09-22,1168.37
2014-09-23,1152.78
2014-09-24,1168.03
2014-09-25,1191.45
2014-09-26,1171.83
2014-09-27,1171.83
2014-09-28,1171.83
2014-09-29,1159.06
2014-09-30,1127.95
2014-10-01,1122.39
2014-10-02,1111.62
2014-10-03,1093.23
2014-10-04,1093.23
2014-10-05,1093.23
2014-10-06,1096.3
2014-10-07,1120.43
2014-10-08,1102.63
2014-10-09,1092.15
2014-10-10,1081.44
2014-10-11,1081.44
2014-10-12,1081.44
2014-10-13,1061.45
2014-10-14,1077.48
2014-10-15,1072.87
2014-10-16,1068.09
2014-10-17,1051.98
2014-10-18,1051.98
2014-10-19,1051.98
2014-10-20,1075.36
2014-10-21,1054.47
2014-10-22,1066.23
2014-10-23,1045.3
2014-10-24,1035.32
2014-10-25,1035.32
2014-10-26,1035.32
2014-10-27,1041.15
2014-10-28,1039.76
2014-10-29,1052.19
2014-10-30,1056.83
2014-10-31,1103.93
2014-11-01,1103.93
2014-11-02,1103.93
2014-11-03,1085.29
2014-11-04,1085.29
2014-11-05,1071.95
2014-11-06,1050.74
2014-11-07,1011.94
2014-11-08,1011.94
2014-11-09,1011.94
2014-11-10,1011.45
2014-11-11,1042.05
2014-11-12,1030.97
2014-11-13,1042.13
2014-11-14,1008.3
2014-11-15,1008.3
2014-11-16,1008.3
2014-11-17,1001.01
2014-11-18,1007.0
2014-11-19,1020.36
2014-11-20,1021.2
2014-11-21,1043.3
2014-11-22,1043.3
2014-11-23,1043.3
2014-11-24,1060.0
2014-11-25,1073.95
2014-11-26,1045.49
2014-11-27,1024.82
2014-11-28,997.17
2014-11-29,997.17
2014-11-30,997.17
2014-12-01,963.61
2014-12-02,964.26
2014-12-03,925.82
2014-12-04,948.88
2014-12-05,917.87
2014-12-06,917.87
2014-12-07,917.87
2014-12-08,912.52
2014-12-09,867.82
2014-12-10,861.72
2014-12-11,855.53
2014-12-12,814.16
2014-12-13,814.16
2014-12-14,814.16
2014-12-15,792.2
2014-12-16,710.29
2014-12-17,667.09
2014-12-18,739.45
2014-12-19,753.51
2014-12-20,753.51
2014-12-21,753.51
2014-12-22,779.21
2014-12-23,811.85
2014-12-24,800.4
2014-12-25,820.38
2014-12-26,845.96
2014-12-27,845.96
2014-12-28,845.96
2014-12-29,827.48
2014-12-30,774.43
2014-12-31,774.43
2015-01-01,774.43
2015-01-02,774.43
2015-01-03,774.43
2015-01-04,774.43
2015-01-05,785.8
2015-01-06,755.03
2015-01-07,755.03
2015-01-08,746.09
2015-01-09,810.07
2015-01-10,810.07
2015-01-11,810.07
2015-01-12,776.45
2015-01-13,755.23
2015-01-14,738.15
2015-01-15,756.45
2015-01-16,754.78
2015-01-17,754.78
2015-01-18,754.78
2015-01-19,769.31
2015-01-20,765.46
2015-01-21,760.96
2015-01-22,782.68
2015-01-23,821.41
2015-01-24,821.41
2015-01-25,821.41
2015-01-26,815.99
2015-01-27,756.36
2015-01-28,790.52
2015-01-29,762.85
2015-01-30,751.79
2015-01-31,751.79
2015-02-01,751.79
2015-02-02,754.84
2015-02-03,752.72
2015-02-04,797.84
2015-02-05,765.11
2015-02-06,805.36
2015-02-07,805.36
2015-02-08,805.36
2015-02-09,827.14
2015-02-10,836.56
2015-02-11,845.02
2015-02-12,853.08
2015-02-13,876.95
2015-02-14,876.95
2015-02-15,876.95
2015-02-16,912.76
2015-02-17,897.45
2015-02-18,906.39
2015-02-19,927.15
2015-02-20,912.93
2015-02-21,912.93
2015-02-22,912.93
2015-02-23,912.93
2015-02-24,897.12
2015-02-25,888.26
2015-02-26,897.59
2015-02-27,905.06
2015-02-28,905.06
2015-03-01,905.06
2015-03-02,901.62
2015-03-03,899.0
2015-03-04,918.29
2015-03-05,896.38
2015-03-06,913.12
2015-03-07,913.12
2015-03-08,913.12
2015-03-09,913.12
2015-03-10,896.13
2015-03-11,842.6
2015-03-12,855.74
2015-03-13,856.8
2015-03-14,856.8
2015-03-15,856.8
2015-03-16,825.13
2015-03-17,816.12
2015-03-18,826.54
2015-03-19,866.28
2015-03-20,845.57
2015-03-21,845.57
2015-03-22,845.57
2015-03-23,868.56
2015-03-24,859.34
2015-03-25,882.91
2015-03-26,889.66
2015-03-27,870.2
2015-03-28,870.2
2015-03-29,870.2
2015-03-30,855.84
2015-03-31,881.12
2015-04-01,878.56
2015-04-02,908.83
2015-04-03,934.88
2015-04-04,934.88
2015-04-05,934.88
2015-04-06,934.3
2015-04-07,967.5
2015-04-08,969.44
2015-04-09,987.16
2015-04-10,1008.16
2015-04-11,1008.16
2015-04-12,1008.16
2015-04-13,984.71
2015-04-14,1011.08
2015-04-15,1017.61
2015-04-16,1060.6
2015-04-17,1065.37
2015-04-18,1065.37
2015-04-19,1065.37
2015-04-20,1004.97
2015-04-21,995.24
2015-04-22,1004.8
2015-04-23,1009.19
2015-04-24,1030.09
2015-04-25,1030.09
2015-04-26,1030.09
2015-04-27,1041.08
2015-04-28,1016.94
2015-04-29,1027.74
2015-04-30,1031.98
2015-05-01,1031.98
2015-05-02,1031.98
2015-05-03,1031.98
2015-05-04,1031.98
2015-05-05,1033.07
2015-05-06,1074.19
2015-05-07,1059.42
2015-05-08,1058.37
2015-05-09,1058.37
2015-05-10,1058.37
2015-05-11,1058.37
2015-05-12,1058.21
2015-05-13,1072.6
2015-05-14,1077.56
2015-05-15,1057.24
2015-05-16,1057.24
2015-05-17,1057.24
2015-05-18,1075.16
2015-05-19,1076.33
2015-05-20,1056.41
2015-05-21,1035.14
2015-05-22,1044.73
2015-05-23,1044.73
2015-05-24,1044.73
2015-05-25,1050.32
2015-05-26,1044.84
2015-05-27,1022.71
2015-05-28,1008.39
2015-05-29,992.51
2015-05-30,992.51
2015-05-31,992.51
2015-06-01,975.6
2015-06-02,953.25
2015-06-03,977.89
2015-06-04,946.83
2015-06-05,916.76
2015-06-06,916.76
2015-06-07,916.76
2015-06-08,924.33
2015-06-09,926.35
2015-06-10,944.41
2015-06-11,958.31
2015-06-12,958.31
2015-06-13,958.31
2015-06-14,958.31
2015-06-15,947.1
2015-06-16,957.7
2015-06-17,978.16
2015-06-18,973.13
2015-06-19,980.37
2015-06-20,980.37
2015-06-21,980.37
2015-06-22,969.98
2015-06-23,978.46
2015-06-24,966.98
2015-06-25,951.77
2015-06-26,940.14
2015-06-27,940.14
2015-06-28,940.14
2015-06-29,938.73
2015-06-30,926.48
